codigo,area,habilidade
EM13CHS101,Ciências Humanas e Sociais Aplicadas,"Analisar e comparar diferentes fontes e narrativas expressas em diversas linguagens, com vistas à compreensão e à crítica de ideias filosóficas e processos e eventos históricos, geográficos, políticos, econômicos, sociais, ambientais e culturais."
EM13CHS102,Ciências Humanas e Sociais Aplicadas,"Identificar, analisar e discutir as circunstâncias históricas, geográficas, políticas, econômicas, sociais, ambientais e culturais da emergência de matrizes conceituais hegemônicas (etnocentrismo, evolução, modernidade etc.), comparando-as a narrativas que contemplem outros agentes e discursos."
EM13CHS103,Ciências Humanas e Sociais Aplicadas,"Elaborar hipóteses, selecionar evidências e compor argumentos relativos a processos políticos, econômicos, sociais, ambientais, culturais e epistemológicos, com base na sistematização de dados e informações de natureza qualitativa e quantitativa (expressões artísticas, textos filosóficos e sociológicos, documentos históricos, gráficos, mapas, tabelas etc.)."
EM13CHS104,Ciências Humanas e Sociais Aplicadas,"Analisar objetos da cultura material e imaterial como suporte de conhecimentos, valores, crenças e práticas que singularizam diferentes sociedades inseridas no tempo e no espaço."
EM13CHS105,Ciências Humanas e Sociais Aplicadas,"Identificar, contextualizar e criticar as tipologias evolutivas (como populações nômades e sedentárias, entre outras) e as oposições dicotômicas (cidade/ campo, cultura/natureza, civilizados/bárbaros, razão/sensibilidade, material/virtual etc.), explicitando as ambiguidades e a complexidade dos conceitos e dos sujeitos envolvidos em diferentes circunstâncias e processos."
EM13CHS106,Ciências Humanas e Sociais Aplicadas,"Utilizar as linguagens cartográfica, gráfica e iconográfica e de diferentes gêneros textuais e as tecnologias digitais de informação e comunicação de forma crítica, significativa, reflexiva e ética nas diversas práticas sociais (incluindo as escolares) para se comunicar, acessar e disseminar informações, produzir conhecimentos, resolver problemas e exercer protagonismo e autoria na vida pessoal e coletiva. 561 CIÊNCIAS HUMANAS E SOCIAIS APLICADAS ENSINO MÉDIO."
EM13CHS201,Ciências Humanas e Sociais Aplicadas,"Analisar e caracterizar as dinâmicas das populações, das mercadorias e do capital nos diversos continentes, com destaque para a mobilidade e a fixação de pessoas, grupos humanos e povos, em função de eventos naturais, políticos, econômicos, sociais e culturais."
EM13CHS202,Ciências Humanas e Sociais Aplicadas,"Analisar e avaliar os impactos das tecnologias na estruturação e nas dinâmicas das sociedades contemporâneas (fluxos populacionais, financeiros, de mercadorias, de informações, de valores éticos e culturais etc.), bem como suas interferências nas decisões políticas, sociais, ambientais, econômicas e culturais."
EM13CHS203,Ciências Humanas e Sociais Aplicadas,"Contrapor os diversos significados de território, fronteiras e vazio (espacial, temporal e cultural) em diferentes sociedades, contextualizando e relativizando visões dualistas como civilização/barbárie, nomadismo/sedentarismo e cidade/campo, entre outras."
EM13CHS204,Ciências Humanas e Sociais Aplicadas,"Comparar e avaliar os processos de ocupação do espaço e a formação de territórios, territorialidades e fronteiras, identificando o papel de diferentes agentes (como grupos sociais e culturais, impérios, Estados Nacionais e organismos internacionais) e considerando os conflitos populacionais (internos e externos), a diversidade étnico-cultural e as características socioeconômicas, políticas e tecnológicas."
EM13CHS205,Ciências Humanas e Sociais Aplicadas,"Analisar a produção de diferentes territorialidades em suas dimensões culturais, econômicas, ambientais, políticas e sociais, no Brasil e no mundo contemporâneo, com destaque para as culturas juvenis."
EM13CHS206,Ciências Humanas e Sociais Aplicadas,"Compreender e aplicar os princípios de localização, distribuição, ordem, extensão, conexão, entre outros, relacionados com o raciocínio geográfico, na análise da ocupação humana e da produção do espaço em diferentes tempos. 562 BASE NACIONAL COMUM CURRICULAR."
EM13CHS301,Ciências Humanas e Sociais Aplicadas,Problematizar hábitos e práticas individuais e coletivos de produção e descarte (reuso e reciclagem) de resíduos na contemporaneidade e elaborar e/ou selecionar propostas de ação que promovam a sustentabilidade socioambiental e o consumo responsável.
EM13CHS302,Ciências Humanas e Sociais Aplicadas,"Analisar e avaliar os impactos econômicos e socioambientais de cadeias produtivas ligadas à exploração de recursos naturais e às atividades agropecuárias em diferentes ambientes e escalas de análise, considerando o modo de vida das populações locais e o compromisso com a sustentabilidade."
EM13CHS303,Ciências Humanas e Sociais Aplicadas,"Debater e avaliar o papel da indústria cultural e das culturas de massa no estímulo ao consumismo, seus impactos econômicos e socioambientais, com vistas a uma percepção crítica das necessidades criadas pelo consumo."
EM13CHS304,Ciências Humanas e Sociais Aplicadas,"Analisar os impactos socioambientais decorrentes de práticas de instituições governamentais, de empresas e de indivíduos, discutindo as origens dessas práticas, e selecionar aquelas que respeitem e promovam a consciência e a ética socioambiental e o consumo responsável."
EM13CHS305,Ciências Humanas e Sociais Aplicadas,"Analisar e discutir o papel dos organismos nacionais de regulação, controle e fiscalização ambiental e dos acordos internacionais para a promoção e a garantia de práticas ambientais sustentáveis."
EM13CHS306,Ciências Humanas e Sociais Aplicadas,"Contextualizar, comparar e avaliar os impactos de diferentes modelos econômicos no uso dos recursos naturais e na promoção da sustentabilidade econômica e socioambiental do planeta. 563 CIÊNCIAS HUMANAS E SOCIAIS APLICADAS ENSINO MÉDIO."
EM13CHS401,Ciências Humanas e Sociais Aplicadas,"Identificar e analisar as relações entre sujeitos, grupos e classes sociais diante das transformações técnicas, tecnológicas e informacionais e das novas formas de trabalho ao longo do tempo, em diferentes espaços e contextos."
EM13CHS402,Ciências Humanas e Sociais Aplicadas,"Analisar e comparar indicadores de emprego, trabalho e renda em diferentes espaços, escalas e tempos, associando-os a processos de estratificação e desigualdade socioeconômica."
EM13CHS403,Ciências Humanas e Sociais Aplicadas,"Caracterizar e analisar processos próprios da contemporaneidade, com ênfase nas transformações tecnológicas e das relações sociais e de trabalho, para propor ações que visem à superação de situações de opressão e violação dos Direitos Humanos."
EM13CHS404,Ciências Humanas e Sociais Aplicadas,"Identificar e discutir os múltiplos aspectos do trabalho em diferentes circunstâncias e contextos históricos e/ou geográficos e seus efeitos sobre as gerações, em especial, os jovens e as gerações futuras, levando em consideração, na atualidade, as transformações técnicas, tecnológicas e informacionais. 564 BASE NACIONAL COMUM CURRICULAR."
EM13CHS501,Ciências Humanas e Sociais Aplicadas,"Compreender e analisar os fundamentos da ética em diferentes culturas, identificando processos que contribuem para a formação de sujeitos éticos que valorizem a liberdade, a autonomia e o poder de decisão (vontade)."
EM13CHS502,Ciências Humanas e Sociais Aplicadas,"Analisar situações da vida cotidiana (estilos de vida, valores, condutas etc.), desnaturalizando e problematizando formas de desigualdade e preconceito, e propor ações que promovam os Direitos Humanos, a solidariedade e o respeito às diferenças e às escolhas individuais."
EM13CHS503,Ciências Humanas e Sociais Aplicadas,"Identificar diversas formas de violência (física, simbólica, psicológica etc.), suas causas, significados e usos políticos, sociais e culturais, avaliando e propondo mecanismos para combatê-las, com base em argumentos éticos."
EM13CHS504,Ciências Humanas e Sociais Aplicadas,"Analisar e avaliar os impasses ético-políticos decorrentes das transformações científicas e tecnológicas no mundo contemporâneo e seus desdobramentos nas atitudes e nos valores de indivíduos, grupos sociais, sociedades e culturas. 565 CIÊNCIAS HUMANAS E SOCIAIS APLICADAS ENSINO MÉDIO."
EM13CHS601,Ciências Humanas e Sociais Aplicadas,"Relacionar as demandas políticas, sociais e culturais de indígenas e afrodescendentes no Brasil contemporâneo aos processos históricos das Américas e ao contexto de exclusão e inclusão precária desses grupos na ordem social e econômica atual."
EM13CHS602,Ciências Humanas e Sociais Aplicadas,"Identificar, caracterizar e relacionar a presença do paternalismo, do autoritarismo e do populismo na política, na sociedade e nas culturas brasileira e latino-americana, em períodos ditatoriais e democráticos, com as formas de organização e de articulação das sociedades em defesa da autonomia, da liberdade, do diálogo e da promoção da cidadania."
EM13CHS603,Ciências Humanas e Sociais Aplicadas,"Compreender e aplicar conceitos políticos básicos (Estado, poder, formas, sistemas e regimes de governo, soberania etc.) na análise da formação de diferentes países, povos e nações e de suas experiências políticas."
EM13CHS604,Ciências Humanas e Sociais Aplicadas,"Conhecer e discutir o papel dos organismos internacionais no contexto mundial, com vistas à elaboração de uma visão crítica sobre seus limites e suas formas de atuação."
