código,etapa,ano_ou_faixa,campo_experiência,componente,número,habilidade,unidade_tematica,objeto_conhecimento,em_foco,mf_classificacao,mf_conhecimento_previo,mf_objetivos,mf_competencias,mf_habilidades_relacionadas,mf_comentarios
EF03MA28,Ensino Fundamental,03,,Matemática,28,"Realizar pesquisa envolvendo variáveis categóricas em um universo de até 50 elementos, organizar os dados coletados utilizando listas, tabelas simples ou de dupla entrada e representá-los em gráficos de colunas simples, com e sem uso de tecnologias digitais.",Probabilidade e estatística,"Coleta, classificação e representação de dados referentes a variáveis categóricas, por meio de tabelas e gráficos",sim,AF,EF03MA27,"• Coletar e organizar informações em listas, tabelas e gráficos.
• Representar uma pesquisa realizada por meio de gráficos de colunas simples.
• Produzir textos escritos com base na interpretação de gráficos e tabelas produzidos.","CE: 1, 2, 4, 5 e 6
CG: 2, 4, 5, 7 e 10",,"Variáveis categóricas ou qualitativas são aquelas que descrevem atributos/características que não podem ser descritas numericamente. A cor dos olhos, preferência por um sabor de sorvete ou gosto por um gênero musical são exemplos deste tipo de variáveis. Neste momento, inicia-se uma exploração mais sistematizada do método estatístico comparada àquela vista em anos anteriores. Em outras palavras, a partir da identificação de um problema (hipótese inicial), os alunos devem coletar os dados, organizá-los na forma de tabelas, representá-los graficamente para, por último, elaborar conclusões simples que podem comprovar ou refutar a ideia inicialmente prevista. A delimitação da população a ser entrevistada e a escolha da amostra (possibilitando um número maior de entrevistados) também podem ser realizadas pelos alunos sob orientação do professor, que pode usar recursos tecnológicos para tabular e representar os dados da pesquisa."
EF04CI01,Ensino Fundamental,04,,Ciências,01,"Identificar misturas na vida diária, com base em suas propriedades físicas observáveis, reconhecendo sua composição.",Matéria e energia,Transformações reversíveis e não reversíveis,sim,AF,EF02CI01,"• Observar aspectos visuais que ajudem a identificar misturas.
• Identificar que dois ou mais materiais podem formar uma mistura.
• Identificar misturas na vida diária.","CE: 2 e 3
CG: 2",,"Nesta habilidade, identificar é verificar, reconhecer, concluir e explicar características físicas e observáveis de uma mistura. Pode ser feito o reconhecimento da composição de misturas presentes nos ambientes familiares ao estudante. O conhecimento que os alunos possuem sobre os materiais que irão manipular e as novas constatações pode ser privilegiado na construção da habilidade."
EF04CI02,Ensino Fundamental,04,,Ciências,02,"Testar e relatar transformações nos materiais do dia a dia quando expostos a diferentes condições (aquecimento, resfriamento, luz e umidade).",Matéria e energia,Transformações reversíveis e não reversíveis,sim,AF,EF01CI01 e EF02CI01,"• Observar materiais expostos a diferentes condições de aquecimento, resfriamento, luz ou umidade.
• Relatar mudanças em materiais quando submetidos a diferentes condições.
• Elaborar explicações acerca de transformações observáveis nos materiais.
• Comparar transformações de diferentes materiais quando submetidos a condições distintas.","CE: 2 e 6
CG: 2 e 4",EF04CI03,"Experimentar, reconhecer, concluir, registrar e explicar são processos fundamentais para o desenvolvimento dessa habilidade e do pensamento científico. É importante garantir a realização de atividades práticas, que podem ser feitas com materiais de fácil acesso. O estudante pode misturar substâncias como areia, água, óleo e sal e observar a solubilidade dos componentes e a presença ou não de fases, considerando determinadas condições e variáveis."
EF04CI03,Ensino Fundamental,04,,Ciências,03,"Concluir que algumas mudanças causadas por aquecimento ou resfriamento são reversíveis (como as mudanças de estado físico da água) e outras não (como o cozimento do ovo, a queima do papel etc.).",Matéria e energia,Transformações reversíveis e não reversíveis,,,,,,,
EF04CI04,Ensino Fundamental,04,,Ciências,04,"Analisar e construir cadeias alimentares simples, reconhecendo a posição ocupada pelos seres vivos nessas cadeias e o papel do Sol como fonte primária de energia na produção de alimentos.",Vida e evolução,Microrganismos,sim,AF,EF03CI04 e EF03CI05,"• Construir cadeias alimentares simples.
• Analisar cadeias alimentares simples.
• Identificar a posição dos seres vivos, inclusive o homem, em cadeias alimentares simples.
• Descrever o papel do Sol como fonte primária de energia.","CE: 3 e 5
CG: 2","EF04CI05, EF04CI06 e EF04CI07","Habilidade relacionada ao Objetivo de Desenvolvimento Sustentável (ODS) 15, que trata dos ecossistemas terrestres e da biodiversidade. Os elementos e as relações da cadeia alimentar devem ser identificados, compreendidos e explicados. Ilustrar as cadeias, indicando o papel do Sol e dos microorganismos, pode estimular também o desenvolvimento de formas de registro pouco exploradas pela faixa etária, como diagramas e infográficos."
EF04CI05,Ensino Fundamental,04,,Ciências,05,Descrever e destacar semelhanças e diferenças entre o ciclo da matéria e o fluxo de energia entre os componentes vivos e não vivos de um ecossistema.,Vida e evolução,Microrganismos,,,,,,,
EF04CI06,Ensino Fundamental,04,,Ciências,06,"Relacionar a participação de fungos e bactérias no processo de decomposição, reconhecendo a importância ambiental desse processo.",Vida e evolução,Microrganismos,,,,,,,
EF04CI07,Ensino Fundamental,04,,Ciências,07,"Verificar a participação de microrganismos na produção de alimentos, combustíveis, medicamentos, entre outros.",Vida e evolução,Microrganismos,,,,,,,
EF04CI08,Ensino Fundamental,04,,Ciências,08,"Propor, a partir do conhecimento das formas de transmissão de alguns microrganismos (vírus, bactérias e protozoários), atitudes e medidas adequadas para prevenção de doenças a eles associadas.",Vida e evolução,Microrganismos,sim,AF,EF01CI03,"• Identificar doenças causadas por microrganismos.
• Descrever hábitos de higiene para a prevenção de doenças causadas por microrganismos.
• Propor atitudes e medidas para a prevenção de doenças causadas por microrganismos na escola e na comunidade.","CE: 7 e 8
CG: 2 e 8",EF04CI07,"Abrange identificar, compreender, analisar formas de transmissão de doenças relacionadas a microrganismos, e formular medidas de prevenção. Os estudantes podem avaliar as doenças relacionadas a microorganismos mais comuns na comunidade, reconhecer o uso de vacinas na promoção de saúde ou relacionar alimentação, saneamento e gestão de resíduos com o sistema imunológico, além de analisar doenças endêmicas, epidêmicas e pandêmicas."
EF04CI09,Ensino Fundamental,04,,Ciências,09,"Identificar os pontos cardeais, com base no registro de diferentes posições relativas do Sol e da sombra de uma vara (gnômon).",Terra e Universo,"Calendários, fenômenos cíclicos e cultura",sim,AF,EF02CI07 e EF03CI08,"• Comparar a sombra de uma vara perpendicular ao solo (gnômon) em diferentes horários do dia.
• Relacionar a sombra projetada pelo gnômon com as posições relativas do Sol.
• Identificar os pontos cardeais por meio da análise da sombra de uma vara (gnômon).","CE: 2 e 3
CG: 2",EF04CI10,Esta habilidade se relaciona às atividades de observação da projeção da sombra e dos pontos cardeais tendo o Sol como referência. O aluno deve reconhecer os pontos cardeais a partir da análise e compreensão de dados experimentais.  É importante relacionar as sombras obtidas pelo uso do gnômon com a informação dos pontos cardeais obtidas pela bússola. Essa prática servirá para levantar evidências que ajudem a explicar os movimentos do Sol e da Terra.
EF04CI10,Ensino Fundamental,04,,Ciências,10,Comparar as indicações dos pontos cardeais resultantes da observação das sombras de uma vara (gnômon) com aquelas obtidas por meio de uma bússola.,Terra e Universo,"Calendários, fenômenos cíclicos e cultura",,,,,,,
EF04CI11,Ensino Fundamental,04,,Ciências,11,Associar os movimentos cíclicos da Lua e da Terra a períodos de tempo regulares e ao uso desse conhecimento para a construção de calendários em diferentes culturas.,Terra e Universo,"Calendários, fenômenos cíclicos e cultura",sim,AF,EF01CI05,"• Associar o movimento de rotação à duração dos dias e das noites.
• Associar a periodicidade das fases da Lua com o calendário.
• Associar o tempo de duração do movimento de translação da Terra com a contagem dos anos.
• Comparar calendários utilizados por diferentes culturas ao longo da história.","CE: 1 e 3
CG: 1 e 3",EF04CI10,"Esta habilidade envolve compreender os movimentos cíclicos da Lua e da Terra e analisar, comparar e definir a associação entre eles e as escalas de tempo. Explorar marcações do tempo de várias culturas pode ajudar o estudante a perceber que calendários são modelos criados para organizar as atividades cotidianas. Pode-se aprofundar em torno da compreensão do elo entre os movimentos da Terra, os ciclos de dia-noite e a esfericidade da Terra."
EF04ER01,Ensino Fundamental,04,,Ensino Religioso,01,"Identificar ritos presentes no cotidiano pessoal, familiar, escolar e comunitário.",Manifestações religiosas,Ritos religiosos,,,,,,,
EF04ER02,Ensino Fundamental,04,,Ensino Religioso,02,Identificar ritos e suas funções em diferentes manifestações e tradições religiosas.,Manifestações religiosas,Ritos religiosos,,,,,,,
EF04ER03,Ensino Fundamental,04,,Ensino Religioso,03,"Caracterizar ritos de iniciação e de passagem em diversos grupos religiosos (nascimento, casamento e morte).",Manifestações religiosas,Ritos religiosos,,,,,,,
EF04ER04,Ensino Fundamental,04,,Ensino Religioso,04,"Identificar as diversas formas de expressão da espiritualidade (orações, cultos, gestos, cantos, dança, meditação) nas diferentes tradições religiosas.",Manifestações religiosas,Ritos religiosos,,,,,,,
EF04ER05,Ensino Fundamental,04,,Ensino Religioso,05,"Identificar representações religiosas em diferentes expressões artísticas (pinturas, arquitetura, esculturas, ícones, símbolos, imagens), reconhecendo-as como parte da identidade de diferentes culturas e tradições religiosas.",Manifestações religiosas,Representações religiosas na arte,,,,,,,
EF04ER06,Ensino Fundamental,04,,Ensino Religioso,06,"Identificar nomes, significados e representações de divindades nos contextos familiar e comunitário.",Crenças religiosas e filosofias de vida,Ideia(s) de divindade(s),,,,,,,
EF04ER07,Ensino Fundamental,04,,Ensino Religioso,07,Reconhecer e respeitar as ideias de divindades de diferentes manifestações e tradições religiosas.,Crenças religiosas e filosofias de vida,Ideia(s) de divindade(s),,,,,,,
